NOME_BARRAGEM_MINERACAO,NOME_DO_EMPREENDEDOR,CPF_CNPJ,LATITUDE,LONGITUDE,POSICIONAMENTO,UF,MUNICIPIO,MINERIO_PRINCIPAL,ALTURA_ATUAL_metros,VOLUME_ATUAL_m3,CATEGORIA_DE_RISCO,DANO_POTENCIAL_ASSOCIADO,CLASSE,INSERIDA_NA_PNSB,Lat_decimal,Long_decimal
Paracatu,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º07'06,227""","-43º24'52,458""",Sul do Equador,MG,CATAS ALTAS,Minério de Ferro,23.00,"36,685.00",Baixa,Média,C,Sim,-20.1183963888889,-43.4145716666667
PDE 3,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º51'50,917""","-43º21'21,130""",Sul do Equador,MG,SÃO GONÇALO DO RIO ABAIXO,Minério de Ferro,34.50,"22,101.00",Baixa,Baixa,E,Sim,-19.8641436111111,-43.3558694444444
PDE Fosforoso,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º09'33,507""","-43º28'09,519""",Sul do Equador,MG,MARIANA,Minério de Ferro,21.00,"20,000.00",Baixa,Baixa,E,Sim,-20.1593075,-43.4693108333333
PDE Permanente I,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º11'04,315""","-43º26'15,409""",Sul do Equador,MG,MARIANA,Minério de Ferro,9.50,"30,000.00",Baixa,Alta,B,Sim,-20.1845319444444,-43.4376136111111
PDE Permanente II - Fase I,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º12'26,903""","-43º27'15,839""",Sul do Equador,MG,MARIANA,Minério de Ferro,7.00,"15,000.00",Baixa,Média,C,Sim,-20.2074730555556,-43.4543997222222
Peneirinha,Vale S A Filial: Vale Vargem Grande,33.592.510/0034-12,"-20º06'38,215""","-43º57'49,011""",Sul do Equador,MG,NOVA LIMA,Minério de Ferro,40.00,"431,595.59",Baixa,Média,C,Sim,-20.1106152777778,-43.9636141666667
Piabas,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º33'48,506""","-43º12'22,618""",Sul do Equador,MG,ITABIRA,Minério de Ferro,28.00,"1,537,164.00",Baixa,Alta,B,Sim,-19.5634738888889,-43.2062827777778
Pilha Barragem,EXTRATIVA MINERAL LTDA,17.174.889/0001-26,"-20º06'44,700""","-43º54'28,500""",Sul do Equador,MG,NOVA LIMA,Minério de Ferro,25.00,"1,830,000.00",Baixa,Baixa,E,Sim,-20.1124166666667,-43.9079166666667
Pontal,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º37'31,668""","-43º10'58,597""",Sul do Equador,MG,ITABIRA,Minério de Ferro,69.00,"226,957,900.00",Baixa,Alta,B,Sim,-19.6254633333333,-43.1829436111111
Porteirinha,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º57'33,134""","-43º23'08,448""",Sul do Equador,MG,SANTA BÁRBARA,Minério de Ferro,31.00,"800,200.00",Baixa,Alta,B,Sim,-19.9592038888889,-43.38568
Principal,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º10'24,600""","-43º36'55,100""",Sul do Equador,MG,SANTA BÁRBARA,Minério de Ferro,20.00,"1,994,773.00",Baixa,Alta,B,Sim,-20.1735,-43.6153055555556
Quinzinho,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º36'26,409""","-43º15'26,118""",Sul do Equador,MG,ITABIRA,Minério de Ferro,16.00,"432,949.00",Baixa,Alta,B,Sim,-19.6073358333333,-43.257255
Rancho Casca,Nacional de Grafite Ltda,21.228.861/0001-00,"-15º55'07,900""","-41º02'20,600""",Sul do Equador,MG,PEDRA AZUL,Xisto,50.00,"17,500,000.00",Baixa,Alta,B,Sim,-15.9188611111111,-41.0390555555556
RAPAUNHA,Anglogold Ashanti Córrego do Sítio Mineração S.a.,18.565.382/0001-66,"-19º57'54,000""","-43º50'29,000""",Sul do Equador,MG,NOVA LIMA,Minério de Ouro Primário,50.50,"8,690,243.00",Baixa,Alta,B,Sim,-19965,-43.8413888888889
Rio do Peixe,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º40'27,200""","-43º14'11,100""",Sul do Equador,MG,ITABIRA,Minério de Ferro,31.00,"13,800,000.00",Baixa,Alta,B,Sim,-19.6742222222222,-43.2364166666667
Santa Bárbara,Vallourec Mineração Ltda,22.931.380/0001-10,"-20º09'42,700""","-44º00'22,400""",Sul do Equador,MG,BRUMADINHO,Areia e Cascalho,36.00,"660,278.89",Baixa,Alta,B,Sim,-20.1618611111111,-44.0062222222222
Santana,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º33'18,339""","-43º09'39,105""",Sul do Equador,MG,ITABIRA,Minério de Ferro,52.40,"15,700,000.00",Baixa,Alta,B,Sim,-19.5550941666667,-43.1608625
Sul (Córrego do Canal),Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º53'02,310""","-43º23'08,448""",Sul do Equador,MG,SÃO GONÇALO DO RIO ABAIXO,Minério de Ferro,83.00,"53,740,000.00",Baixa,Alta,B,Sim,-19.883975,-43.38568
Sul Inferior,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º58'32,614""","-43º36'02,511""",Sul do Equador,MG,BARÃO DE COCAIS,Minério de Ferro,35.00,"510,361.84",Baixa,Alta,B,Sim,-19.9757261111111,-43.6006975
Sul Superior,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º58'12,632""","-43º35'48,721""",Sul do Equador,MG,BARÃO DE COCAIS,Minério de Ferro,85.00,"6,016,849.00",Baixa,Alta,B,Sim,-19.9701755555556,-43.5968669444445
Tanque Específico IX-B,Kinross Brasil Mineração S A,20.346.524/0001-46,"-17º10'26,920""","-46º52'44,750""",Sul do Equador,MG,PARACATU,Minério de Ouro Primário,15.00,"1,010,000.00",Baixa,Média,C,Sim,-17.1741444444444,-46.8790972222222
Tanque Específico X,Kinross Brasil Mineração S A,20.346.524/0001-46,"-17º10'31,570""","-46º53'15,970""",Sul do Equador,MG,PARACATU,Minério de Ouro Primário,15.00,"1,188,168.57",Baixa,Média,C,Sim,-17.1754361111111,-46.8877694444444
Tanque Específico XI,Kinross Brasil Mineração S A,20.346.524/0001-46,"-17º10'20,670""","-46º52'59,920""",Sul do Equador,MG,PARACATU,Minério de Ouro Primário,11.80,"530,359.06",Baixa,Média,C,Sim,-17.1724083333333,-46.8833111111111
Tanque Específico XII,Kinross Brasil Mineração S A,20.346.524/0001-46,"-17º10'56,180""","-46º53'55,680""",Sul do Equador,MG,PARACATU,Minério de Ouro Primário,46.30,"1,749,516.71",Baixa,Média,C,Sim,-17.1822722222222,-46.8988
Taquaras,Minerações Brasileiras Reunidas Sa Filial: MBR Paraopeba,33.417.445/0026-89,"-20º02'21,600""","-43º55'44,900""",Sul do Equador,MG,NOVA LIMA,Minério de Ferro,25.00,"950,000.00",Baixa,Alta,B,Sim,-20.0393333333333,-43.9291388888889
Timbopeba,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º16'13,852""","-43º29'46,447""",Sul do Equador,MG,OURO PRETO,Minério de Ferro,64.90,"34,000,000.00",Baixa,Alta,B,Sim,-20.2705144444444,-43.4962352777778
Três Fontes,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º37'19,516""","-43º14'02,625""",Sul do Equador,MG,ITABIRA,Minério de Ferro,10.00,"20,500.00",Baixa,Alta,B,Sim,-19.6220877777778,-43.2340625
Turmalina,Mineração Turmalina Ltda,01.731.616/0001-03,"-19º44'45,800""","-44º52'27,900""",Sul do Equador,MG,CONCEIÇÃO DO PARÁ,Minério de Ouro Primário,18.00,"682,534.15",Baixa,Alta,B,Sim,-19.7460555555556,-44.8744166666667
Vargem Grande,Vale S A Filial: Vale Vargem Grande,33.592.510/0034-12,"-20º10'54,700""","-43º52'01,200""",Sul do Equador,MG,NOVA LIMA,Minério de Ferro,35.00,"9,500,000.00",Baixa,Alta,B,Sim,-20.1818611111111,-43867
VI,Vale S A Filial: Vale Paraopeba,33.592.510/0035-01,"-20º07'08,600""","-44º07'27,900""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,40.00,"843,809.00",Baixa,Alta,B,Sim,-20.1190555555556,-44.1244166666667
VII,Vale S A Filial: Vale Paraopeba,33.592.510/0035-01,"-20º06'15,400""","-44º07'10,800""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,22.50,"22,200.00",Baixa,Média,C,Sim,-20.1042777777778,-44.1196666666667
Volta Grande 1,Amg Mineração S.a.,11.224.676/0001-85,"-21º05'08,200""","-44º35'12,700""",Sul do Equador,MG,NAZARENO,Pegmatito,40.00,"658,400.00",Baixa,Alta,B,Sim,-21.0856111111111,-44.5868611111111
Volta Grande 2,Amg Mineração S.a.,11.224.676/0001-85,"-21º05'16,000""","-44º35'22,800""",Sul do Equador,MG,NAZARENO,Pegmatito,32.00,"1,258,000.00",Baixa,Alta,B,Sim,-21.0877777777778,-44.5896666666667
Volta Grande 3,Amg Mineração S.a.,11.224.676/0001-85,"-21º04'21,600""","-44º35'18,540""",Sul do Equador,MG,SÃO TIAGO,Pegmatito,19.00,"264,601.17",Baixa,Alta,B,Sim,-21.0726666666667,-44.5884833333333
Bacia 02 Pé da Serra,Mineração Corumbaense Reunida Sa,03.327.988/0001-96,"-19º10'16,626""","-57º38'11,201""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,4.25,"27,525.00",Baixa,Média,C,Sim,-19.171285,-57.6364447222222
Bacia 03-04 Pé da Serra,Mineração Corumbaense Reunida Sa,03.327.988/0001-96,"-19º10'26,511""","-57º38'22,230""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,4.20,"118,822.97",Baixa,Média,C,Sim,-19.1740308333333,-57.6395083333333
Bacia 07-08 Pé da Serra,Mineração Corumbaense Reunida Sa,03.327.988/0001-96,"-19º10'31,131""","-57º38'22,111""",Sul do Equador,MS,CORUMBÁ,Minério de Manganês,4.95,"169,312.50",Baixa,Alta,B,Sim,-19.1753141666667,-57.6394752777778
Barragem B-6,Vetorial Mineração S A,61.247.870/0001-54,"-19º15'45,700""","-57º31'37,400""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,11.00,"103,000.00",Baixa,Média,C,Sim,-19.2626944444444,-57.5270555555556
Barragem Sul,Vetorial Mineração S A,61.247.870/0001-54,"-19º12'19,900""","-57º38'07,100""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,23.00,"600,000.00",Baixa,Alta,B,Sim,-19.2055277777778,-57.6353055555556
Gregório,Mineração Corumbaense Reunida Sa,03.327.988/0001-96,"-19º13'28,008""","-57º33'35,925""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,34.50,"8,987,940.00",Baixa,Alta,B,Sim,-19.2244466666667,-57.5599791666667
Bacia de Rejeitos,Reginaldo Luiz de Almeida Ferreira Me,08.838.089/0001-71,"-15º41'28,900""","-56º21'03,500""",Sul do Equador,MT,NOSSA SENHORA DO LIVRAMENTO,Rocha Aurífera,25.00,"625,000.00",Média,Baixa,D,Sim,-15.6913611111111,-56.3509722222222
Barragem de Rejeito 1,Valdinei Mauro de Souza,00.056.836/0581-49,"-16º18'18,490""","-56º43'14,198""",Sul do Equador,MT,POCONÉ,Minério de Ouro Primário,15.00,"1,067,704.20",Média,Baixa,D,Sim,-16.3051361111111,-56.7206105555556
Barragem de Rejeito Estrela 03,Mara Daisy Gil Dias,00.082.494/2401-82,"-15º39'16,700""","-56º23'19,550""",Sul do Equador,MT,NOSSA SENHORA DO LIVRAMENTO,Minério de Ouro Primário,10.00,"95,000.00",Baixa,Média,C,Sim,-15.6546388888889,-56.3887638888889
Barragem de Rejeito Max,Marcio Nascimento,00.005.208/1651-04,"-15º53'44,100""","-56º11'07,400""",Sul do Equador,MT,NOSSA SENHORA DO LIVRAMENTO,Areia,7.50,"1,205,301.52",Média,Média,C,Sim,-15.8955833333333,-56.1853888888889
Barragem de Rejeitos Bom Futuro,José Maria Otávio Martins Duarte,00.086.950/7031-04,"-15º39'33,400""","-56º17'06,300""",Sul do Equador,MT,NOSSA SENHORA DO LIVRAMENTO,Rocha Aurífera,15.00,"1,183,119.15",Baixa,Baixa,E,Sim,-15.6592777777778,-56.2850833333333
Barragem do Serginho,Sergio da Silva,00.020.618/9991-91,"-15º55'18,280""","-56º09'47,540""",Sul do Equador,MT,NOSSA SENHORA DO LIVRAMENTO,Minério de Ouro Primário,30.00,"2,100,000.00",Média,Baixa,D,Sim,-15.9217444444444,-56.1632055555556
Barragem EPP,Mineração Apoena S A,10.302.599/0001-71,"-15º19'47,800""","-59º15'18,300""",Sul do Equador,MT,PONTES E LACERDA,Rocha Aurífera,51.00,"4,324,936.11",Baixa,Alta,B,Sim,-15.3299444444444,-59.2550833333333
BARRAGEM T01,Valdinei Mauro de Souza,00.056.836/0581-49,"-16º17'26,700""","-56º42'43,100""",Sul do Equador,MT,POCONÉ,Rocha Aurífera,16.00,"1,654,500.00",Baixa,Baixa,E,Sim,-16.29075,-56.7119722222222
BARRAGEM T02,Euler Oliveira Coelho,00.087.897/8905-97,"-15º33'42,540""","-55º49'21,340""",Sul do Equador,MT,CUIABÁ,Rocha Aurífera,10.00,"3,534,000.00",Baixa,Baixa,E,Sim,-15.5618166666667,-55.8225944444444
BARRAGEM T03,Euler Oliveira Coelho,00.087.897/8905-97,"-15º50'05,240""","-56º11'12,360""",Sul do Equador,MT,NOSSA SENHORA DO LIVRAMENTO,Rocha Aurífera,12.00,"3,704,000.00",Média,Baixa,D,Sim,-15.8347888888889,-56.1867666666667
BR BOSCO,Filadelfo dos Reis Dias,00.004.794/2901-44,"-15º39'22,881""","-56º20'16,227""",Sul do Equador,MT,NOSSA SENHORA DO LIVRAMENTO,Minério de Ouro Primário,45.00,"1,300,000.00",Média,Média,C,Sim,-15.6563558333333,-56.3378408333333
BR ISMAEL,Ismael Ledovino de Arruda,00.015.682/9861-72,"-16º14'43,930""","-56º35'21,410""",Sul do Equador,MT,POCONÉ,Areia,14.00,"450,000.00",Alta,Média,B,Sim,-16.2455361111111,-56.5892805555556
BR SANTA FELICIDADE,Filadelfo dos Reis Dias,00.004.794/2901-44,"-15º39'49,845""","-56º21'09,410""",Sul do Equador,MT,NOSSA SENHORA DO LIVRAMENTO,Minério de Ouro Primário,20.30,"650,000.00",Média,Média,C,Sim,-15.6638458333333,-56.3526138888889
BRAVO 1,Nagella Chrissie Firmino Bravo,00.004.238/0611-44,"-15º27'59,450""","-56º27'39,225""",Sul do Equador,MT,NOSSA SENHORA DO LIVRAMENTO,Minério de Ouro Primário,15.00,"941,039.88",Baixa,Média,C,Sim,-15.4665138888889,-56.4608958333333
Cabeceiras,Mineração Apoena S A,10.302.599/0001-71,"-14º50'09,557""","-59º40'08,728""",Sul do Equador,MT,VILA BELA DA SANTÍSSIMA TRINDADE,Minério de Ouro Primário,16.50,"64,107.97",Baixa,Média,C,Sim,-14.8359880555556,-59.6690911111111
CASA DE PEDRA,Maney Mineração Casa de Pedra Ltda,80.336.233/0001-07,"-15º33'36,400""","-55º47'33,900""",Sul do Equador,MT,CUIABÁ,Minério de Ouro Primário,8.00,"15,652,000.00",Baixa,Alta,B,Sim,-15.5601111111111,-55.79275
Casarão,Mineração Apoena S A,10.302.599/0001-71,"-14º51'08,697""","-59º39'16,087""",Sul do Equador,MT,VILA BELA DA SANTÍSSIMA TRINDADE,Minério de Ouro Primário,15.30,"50,676.20",Baixa,Média,C,Sim,-14.8524158333333,-59.6544686111111
Dique de Finos,Mineração Apoena S A,10.302.599/0001-71,"-14º50'22,300""","-59º39'27,300""",Sul do Equador,MT,VILA BELA DA SANTÍSSIMA TRINDADE,Minério de Ouro Primário,19.00,"419,440.80",Baixa,Alta,B,Sim,-14.8395277777778,-59.6575833333333
GONÇA,Gonçalo Pedroso de Barros,00.017.807/3441-72,"-16º14'03,300""","-56º36'35,600""",Sul do Equador,MT,POCONÉ,Areia,1.45,"265,000.00",Média,Média,C,Sim,-16.23425,-56.6098888888889
OURO FINO,Lysander Lima de França,00.005.533/4409-92,"-16º18'45,010""","-56º39'08,230""",Sul do Equador,MT,POCONÉ,Areia,20.00,"867,000.00",Média,Média,C,Sim,-16.3125027777778,-56.6522861111111
Planta,PROMETÁLICA MINERAÇÃO LTDA,03.564.155/0001-49,"-15º23'46,300""","-58º08'42,900""",Sul do Equador,MT,RIO BRANCO,Minério de Zinco,20.00,"230,000.00",Média,Alta,B,Sim,-15.3961944444444,-58.14525
POND 1 - BARRAGEM DE LIXIVIAÇÃO,NX GOLD S A Filial: NX GOLD SA,18.501.410/0002-62,"-14º38'26,700""","-52º29'49,000""",Sul do Equador,MT,NOVA XAVANTINA,Minério de Ouro Primário,13.12,"440,000.00",Baixa,Alta,B,Sim,-14.64075,-52.4969444444444
POND 2 - BARRAGEM DE FLOTAÇÃO,NX GOLD S A Filial: NX GOLD SA,18.501.410/0002-62,"-14º38'20,200""","-52º29'55,000""",Sul do Equador,MT,NOVA XAVANTINA,Minério de Ouro Primário,16.24,"210,000.00",Baixa,Média,C,Sim,-14.6389444444444,-52.4986111111111
POND 3 - BARRAGEM DE FLOTAÇÃO,NX GOLD S A Filial: NX GOLD SA,18.501.410/0002-62,"-14º38'21,600""","-52º30'04,900""",Sul do Equador,MT,NOVA XAVANTINA,Minério de Ouro Primário,13.58,"150,000.00",Baixa,Média,C,Sim,-14.6393333333333,-52.5013611111111
RONDON,ROBERTO NUNES RONDON,00.035.257/1131-04,"-16º17'32,640""","-56º39'02,720""",Sul do Equador,MT,POCONÉ,Areia,25.00,"490,000.00",Média,Média,C,Sim,-16.2924,-56.6507555555556
SANDRO GOMES,Valdinei Mauro de Souza,00.056.836/0581-49,"-16º17'42,550""","-56º43'32,220""",Sul do Equador,MT,POCONÉ,Areia,19.00,"200,000.00",Baixa,Baixa,E,Sim,-16.2951527777778,-56.7256166666667
Santa Tereza,Jeová Barbosa de Morais,00.070.217/8581-04,"-15º52'21,100""","-56º10'19,900""",Sul do Equador,MT,NOSSA SENHORA DO LIVRAMENTO,Aluvião Aurífero,15.00,"671,803.89",Média,Média,C,Sim,-15.8725277777778,-56.1721944444444
Santa Tereza II,Jeová Barbosa de Morais,00.070.217/8581-04,"-15º52'28,649""","-56º09'59,637""",Sul do Equador,MT,NOSSA SENHORA DO LIVRAMENTO,Minério de Ouro Primário,5.00,"150,000.00",Média,Média,C,Sim,-15.8746247222222,-56.1665658333333
Tanque Fundo,Humberto Covezzi,00.029.902/5251-72,"-15º59'15,130""","-56º18'49,880""",Sul do Equador,MT,NOSSA SENHORA DO LIVRAMENTO,Minério de Ouro Primário,15.40,"1,267,291.33",Média,Baixa,D,Sim,-15.9875361111111,-56.3138555555556
Tarumã,VM Mineração e Construção Eireli EPP,03.121.422/0001-03,"-16º13'12,740""","-56º36'35,760""",Sul do Equador,MT,POCONÉ,Minério de Ouro Primário,15.00,"642,200.99",Baixa,Baixa,E,Sim,-16.2202055555556,-56.6099333333333
TB01,Marcelo Massaru Takahashi,00.061.608/3191-72,"-15º57'23,000""","-56º28'44,300""",Sul do Equador,MT,NOSSA SENHORA DO LIVRAMENTO,Minério de Ouro Primário,15.00,"582,171.51",Baixa,Baixa,E,Sim,-15.9563888888889,-56.4789722222222
2 Kalunga,Vale S A Filial: Vale Manganês do Azul,33.592.510/0130-51,"-06º07'07,300""","-50º18'18,900""",Sul do Equador,PA,PARAUAPEBAS,Minério de Manganês,7.50,"718,027.00",Baixa,Média,C,Sim,-6.11869444444444,-50.30525
Azul,Vale S A Filial: Vale Manganês do Azul,33.592.510/0130-51,"-06º04'41,300""","-50º17'29,300""",Sul do Equador,PA,PARAUAPEBAS,Minério de Manganês,32.00,"12,995,662.00",Baixa,Alta,B,Sim,-6.07813888888889,-50.2914722222222
B6,Mineração Paragominas S A Filial: Mineração Paragominas S.A.,12.094.570/0004-10,"-03º15'34,180""","-47º45'29,495""",Sul do Equador,PA,PARAGOMINAS,Bauxita Grau Metalúrgico,13.00,"595,008.65",Baixa,Alta,B,Sim,-3.25949444444444,-47.7581930555556
Bacia 1 A,Imerys. Rio Capim Caulim S A,16.532.798/0001-52,"-01º34'27,000""","-48º45'01,800""",Sul do Equador,PA,BARCARENA,Caulim,9.00,"858,000.00",Baixa,Alta,B,Sim,-1.57416666666667,-48.7505
Bacia 1 B,Imerys. Rio Capim Caulim S A,16.532.798/0001-52,"-01º34'27,000""","-48º45'01,800""",Sul do Equador,PA,BARCARENA,Caulim,9.00,"260,000.00",Baixa,Alta,B,Sim,-1.57416666666667,-48.7505
Bacia 17,Serabi Mineração S.a.,04.207.303/0001-30,"-06º19'30,340""","-55º47'10,880""",Sul do Equador,PA,ITAITUBA,Minério de Ouro Primário,14.50,"80,000.00",Baixa,Média,C,Sim,-6.32509444444444,-55.7863555555556
Bacia 2,Imerys. Rio Capim Caulim S A,16.532.798/0001-52,"-01º34'23,000""","-48º45'20,000""",Sul do Equador,PA,BARCARENA,Caulim,9.00,"850,000.00",Baixa,Alta,B,Sim,-1.57305555555556,-48.7555555555556
Bacia 3,Imerys. Rio Capim Caulim S A,16.532.798/0001-52,"-01º34'14,200""","-48º45'25,300""",Sul do Equador,PA,BARCARENA,Caulim,9.00,"467,248.00",Baixa,Alta,B,Sim,-1.57061111111111,-48.7570277777778
Bacia 5 A,Imerys. Rio Capim Caulim S A,16.532.798/0001-52,"-01º35'01,500""","-48º44'56,400""",Sul do Equador,PA,BARCARENA,Caulim,13.50,"510,000.00",Baixa,Alta,B,Sim,-1.58375,-48749
Bacia 5 B,Imerys. Rio Capim Caulim S A,16.532.798/0001-52,"-01º35'02,400""","-48º44'56,100""",Sul do Equador,PA,BARCARENA,Caulim,13.50,"270,000.00",Baixa,Alta,B,Sim,-1584,-48.7489166666667
Bacia 5 C,Imerys. Rio Capim Caulim S A,16.532.798/0001-52,"-01º35'02,400""","-48º44'56,100""",Sul do Equador,PA,BARCARENA,Caulim,13.50,"767,000.00",Baixa,Alta,B,Sim,-1584,-48.7489166666667
Bacia 6 A,Imerys. Rio Capim Caulim S A,16.532.798/0001-52,"-01º34'58,000""","-48º44'49,400""",Sul do Equador,PA,BARCARENA,Caulim,11.00,"374,825.00",Baixa,Média,C,Sim,-1.58277777777778,-48.7470555555556
Bacia B 1,Pará Pigmentos S A,33.931.510/0001-31,"-02º50'07,700""","-47º54'30,800""",Sul do Equador,PA,IPIXUNA DO PARÁ,Caulim,13.00,"270,000.00",Baixa,Média,C,Sim,-2.83547222222222,-47.9085555555556
Bacia B 4,Imerys. Rio Capim Caulim S A,16.532.798/0001-52,"-01º34'39,000""","-48º46'32,000""",Sul do Equador,PA,BARCARENA,Caulim,4.50,"45,000.00",Baixa,Média,C,Sim,-1.5775,-48.7755555555556
Bacia de Controle Ambiental,Pará Pigmentos S A,33.931.510/0001-31,"-02º49'14,600""","-47º54'23,400""",Sul do Equador,PA,IPIXUNA DO PARÁ,Caulim,8.00,"175,000.00",Baixa,Média,C,Sim,-2.82072222222222,-47.9065
BACIA DE REJEITOS 14/15,Serabi Mineração S.a.,04.207.303/0001-30,"-06º19'28,400""","-55º47'16,300""",Sul do Equador,PA,ITAITUBA,Minério de Ouro Primário,8.00,"130,000.00",Média,Média,C,Sim,-6.32455555555556,-55.7878611111111
BACIA DE REJEITOS 16,Serabi Mineração S.a.,04.207.303/0001-30,"-06º19'30,300""","-55º47'04,200""",Sul do Equador,PA,ITAITUBA,Minério de Ouro Primário,7.00,"87,000.00",Baixa,Média,C,Sim,-6.32508333333333,-55.7845
Bacia de Segurança,Imerys. Rio Capim Caulim S A,16.532.798/0001-52,"-01º34'58,000""","-48º44'49,400""",Sul do Equador,PA,BARCARENA,Caulim,11.00,"30,000.00",Baixa,Média,C,Sim,-1.58277777777778,-48.7470555555556
Barragem de Água do Igarapé Bahia,Vale Minas Gerais,33.592.510/0217-47,"-06º01'44,576""","-50º33'06,980""",Sul do Equador,PA,PARAUAPEBAS,Areia,14.70,"600,000.00",Baixa,Média,C,Sim,-6.02904888888889,-50.5519388888889
BARRAGEM DE CAPTAÇÃO,Salobo Metais Sa.,33.931.478/0001-94,"-05º47'54,100""","-50º30'09,500""",Sul do Equador,PA,MARABÁ,Minério de Cobre,19.00,"220,238.65",Baixa,Média,C,Sim,-5.79836111111111,-50.5026388888889
BARRAGEM DE FINOS II,Salobo Metais Sa.,33.931.478/0001-94,"-05º49'26,300""","-50º29'29,100""",Sul do Equador,PA,MARABÁ,Minério de Cobre,13.00,"891,538.00",Baixa,Média,C,Sim,-5.82397222222222,-50.4914166666667
Barragem do Bandeira,Mineração Buritirama S A,27.121.672/0001-01,"-05º30'45,000""","-50º13'21,000""",Sul do Equador,PA,MARABÁ,Minério de Manganês,14.60,"1,724,296.94",Baixa,Média,C,Sim,-5.5125,-50.2225
Barragem do Mirante I e II,Cadam S.a.,04.788.980/0001-90,"-00º53'51,400""","-52º26'30,500""",Sul do Equador,PA,ALMEIRIM,Caulim,35.00,"1,182,758.00",Baixa,Alta,B,Sim,0.897611111111111,-52.4418055555556
BARRAGEM DO SOSSEGO,Vale S A Filial: Vale Mina Sossego,33.592.510/0009-01,"-06º25'44,792""","-50º04'12,554""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Cobre,42.10,"108,119,279.13",Baixa,Alta,B,Sim,-6.42910888888889,-50.0701538888889
Deposito de Rejeito R4,Pará Pigmentos S A,33.931.510/0001-31,"-02º49'14,275""","-47º53'36,798""",Sul do Equador,PA,IPIXUNA DO PARÁ,Caulim,10.00,"1,190,000.00",Baixa,Média,C,Sim,-2.82063194444444,-47.893555
DIQUE DE FINOS I,Salobo Metais Sa.,33.931.478/0001-94,"-05º49'02,136""","-50º34'01,808""",Sul do Equador,PA,MARABÁ,Minério de Cobre,11.00,"969,524.00",Baixa,Média,C,Sim,-5.81726,-50.5671688888889
DIQUE DE FINOS II,Salobo Metais Sa.,33.931.478/0001-94,"-05º49'57,400""","-50º32'28,000""",Sul do Equador,PA,MARABÁ,Minério de Cobre,16.42,"2,800,000.00",Baixa,Média,C,Sim,-5.83261111111111,-50.5411111111111
DIQUE DE FINOS III,Salobo Metais Sa.,33.931.478/0001-94,"-05º46'46,700""","-50º32'19,100""",Sul do Equador,PA,MARABÁ,Minério de Cobre,16.50,"22,937.88",Baixa,Média,C,Sim,-5.77963888888889,-50.5386388888889
Estéril Sul,Vale S A Filial: Vale Carajas,33.592.510/0370-74,"-06º05'58,000""","-50º09'45,000""",Sul do Equador,PA,PARAUAPEBAS,Minério de Ferro,25.00,"1,875,779.93",Baixa,Média,C,Sim,-6.09944444444444,-50.1625
Geladinho,Vale S A Filial: Vale Carajas,33.592.510/0370-74,"-05º59'41,200""","-50º06'34,100""",Sul do Equador,PA,PARAUAPEBAS,Minério de Ferro,24.00,"5,811,299.00",Baixa,Alta,B,Sim,-5.99477777777778,-50.1094722222222
Gelado,Vale S A Filial: Vale Carajas,33.592.510/0370-74,"-05º58'45,400""","-50º08'29,100""",Sul do Equador,PA,PARAUAPEBAS,Minério de Ferro,34.00,"110,469,304.67",Baixa,Alta,B,Sim,-5.97927777777778,-50.1414166666667
Jacaré,Vale S A Filial: Vale Carajas,33.592.510/0370-74,"-06º06'29,300""","-50º10'08,600""",Sul do Equador,PA,PARAUAPEBAS,Minério de Ferro,34.50,"681,816.00",Baixa,Média,C,Sim,-6.10813888888889,-50.1690555555556
Kalunga,Vale S A Filial: Vale Manganês do Azul,33.592.510/0130-51,"-06º06'45,100""","-50º18'29,900""",Sul do Equador,PA,PARAUAPEBAS,Minério de Manganês,21.00,"1,662,946.63",Baixa,Média,C,Sim,-6.11252777777778,-50.3083055555556
